data_reg_dt,displacement,enterprise,grade,mileage,modelname,rqno,year_oilprice
2026-06-08 12:00:27,1988,포르쉐,5,9.3,718 카이맨,441154175,2228048
2026-06-08 12:00:11,2497,포르쉐,5,8.7,718 카이맨 S,441154176,2381707
2026-06-08 12:00:25,3996,아우디,5,7.7,A8 L 60 TFSI quattro,441154183,2691019
2026-06-08 12:00:12,1991,벤츠,4,10.2,벤츠 E 350 4MATIC,441154184,2031456
2026-06-08 12:00:12,0,르노코리아자동차(주),3,4.8,ZOE,441154185,915313
2026-06-08 12:00:12,2497,현대,4,11.1,쏘나타(DN8) 2.5 T-GDI_19인치타이어,441154187,1866743
2026-06-08 12:00:13,2497,현대,4,10.9,쏘나타(DN8) 2.5 T-GDI_19인치타이어(빌트인캠),441154188,1900995
2026-06-08 12:00:13,1998,GM,4,10.2,캐딜락 CT5 2.0T,441154189,2031456
2026-06-08 12:00:21,0,PSA Automobiles,3,4.3,Peugeot e-2008 SUV,441154190,1021744
2026-06-08 12:00:13,2998,BMW,5,8.7,BMW X4 M40i,441154192,2381707
2026-06-08 12:00:13,2995,아우디,5,7.6,Q8 55 TFSI quattro,441154206,2726428
2026-06-08 12:00:13,4395,BMW,5,6.5,BMW X7 M50i,441154217,3187823
2026-06-08 12:00:13,1598,현대,3,12.3,아반떼 1.6 T-GDI 6MT 18인치 타이어,441154219,1684622
2026-06-08 12:00:27,2993,BMW,4,10.1,BMW X5 xDrive40d,441154225,1766807
2026-06-08 12:00:27,2981,포르쉐,5,8.5,911 카레라 카브리올레,441154254,2437747
2026-06-08 12:00:21,3990,페라리,803,11.1,페라리 SF90 Stradale,441154295,1866743
2026-06-08 12:00:13,2993,BMW,4,10.1,BMW X5 xDrive40d,441154311,1766807
2026-06-08 12:00:13,2497,기아,4,10.2,스팅어(CK PE) 2.5T-GDI AWD_18인치타이어,441154312,2031456
2026-06-08 12:00:13,1998,MINI,4,10.4,MINI John Cooper Works Countryman ALL4,441154317,1992389
2026-06-08 12:00:13,2497,기아,4,9.9,스팅어(CK PE) 2.5T-GDI AWD_19인치(썸머),441154322,2093015
2026-06-08 12:00:13,1998,현대,2,14.8,투싼 2.0디젤 2WD 8AT 17인치,441154323,1205726
2026-06-08 12:00:13,1998,현대,3,13,투싼 2.0디젤 AWD 8AT 19인치 (빌트인캠),441154329,1372673
2026-06-08 12:00:13,1598,현대,3,12.5,투싼 1.6T-GDI 2WD 7DCT 17/18인치,441154330,1657668
2026-06-08 12:00:13,1598,현대,3,12.3,투싼 1.6T-GDI 2WD 7DCT 18인치 (빌트인캠),441154331,1684622
2026-06-08 12:00:13,1598,현대,4,11.3,투싼 1.6T-GDI AWD 7DCT 18인치 (빌트인캠),441154334,1833704
2026-06-08 12:00:12,1598,현대,4,11,투싼 1.6T-GDI AWD 7DCT 19인치 (빌트인캠),441154335,1883714
2026-06-08 12:00:12,1995,MINI,2,14.3,MINI Cooper SD Countryman ALL4,441154336,1247885
2026-06-08 12:00:12,1995,MINI,2,15.2,MINI Cooper D Countryman,441154337,1173997
2026-06-08 12:00:27,1997,랜드로버,5,8.6,레인지로버 이보크 P200,441154344,2409401
2026-06-08 12:00:10,1998,BMW,4,11.5,BMW 420i Coupe,441154346,1801813
2026-06-08 12:00:10,2998,BMW,5,9.3,BMW 630i xDrive,441154348,2228048
2026-06-08 12:00:10,1499,MINI,3,11.6,MINI Cooper Countryman,441154349,1786280
2026-06-08 12:00:27,2998,BMW,5,8.1,BMW X5 xDrive40i,441154351,2558130
2026-06-08 12:00:10,3342,기아,5,8.4,스팅어(CK PE) 3.3T-GDI AWD_19인치(썸머),441154357,2466768
2026-06-08 12:00:10,3342,기아,5,9,스팅어(CK PE) 3.3T-GDI 2WD_19인치(올시즌),441154358,2302317
2026-06-08 12:00:10,3342,기아,5,8.8,스팅어(CK PE) 3.3T-GDI 2WD_19인치(썸머),441154359,2354642
2026-06-08 12:00:10,1998,BMW,4,11.1,BMW 430i Coupe,441154362,1866743
2026-06-08 12:00:10,2998,BMW,4,9.9,BMW 540i xDrive,441154363,2093015
2026-06-08 12:00:21,2497,기아,4,10.9,쏘렌토(MQ4) 2.5T-GDI 2WD 5인 18인치(빌트인캠),441154366,1900995
2026-06-08 12:00:10,2995,아우디,5,7.9,Q8 55 TFSI quattro,441154371,2622892
2026-06-08 12:00:27,2497,기아,4,10,쏘렌토(MQ4) 2.5T-GDI 4WD 7인 18인치타이어,441154374,2072085
2026-06-08 12:00:10,2497,기아,4,10.3,쏘렌토(MQ4) 2.5T-GDI 2WD 5인 20인치타이어,441154388,2011733
2026-06-08 12:00:10,2497,기아,4,9.7,쏘렌토(MQ4) 2.5T-GDI 4WD 5인 20인치타이어,441154393,2136170
2026-06-08 12:00:26,1998,BMW,803,17.5,BMW 530e,441154396,1184049
2026-06-08 12:00:10,2995,재규어,5,8.6,재규어 F-Type P380 Coupe,441154402,2409401
2026-06-08 12:00:12,2997,랜드로버,4,10.5,레인지로버 스포츠 D350,441154409,1699500
2026-06-08 12:00:26,3604,크라이슬러,5,6.5,짚 글래디에이터,441154411,3187823
2026-06-08 12:00:12,0,아우디,5,2.9,e-tron 50 quattro,441154414,1515000
2026-06-08 12:00:14,1999,기아,1,18,K5(DL3) 2.0GDI 하이브리드_18인치타이어,441154423,1151158
2026-06-08 12:00:13,1999,기아,1,17.6,K5(DL3) 2.0GDI 하이브리드_18인치(빌트인캠),441154424,1177321
2026-06-08 12:00:13,2993,BMW,4,10.7,BMW X5 xDrive30d,441154426,1667734
2026-06-08 12:00:13,1969,볼보,803,15.4,볼보 S90T8 AWD,441154433,1345510
2026-06-08 12:00:27,0,포르쉐,5,2.9,"타이칸 4S (High, 5인승)",441154436,1515000
2026-06-08 12:00:13,1991,벤츠,4,10.8,Mercedes-Benz C200,441154437,1918597
2026-06-08 12:00:12,2956,포드,803,12.7,Explorer 3.0 PHEV,441154441,1631563
2026-06-08 12:00:12,2497,현대,4,10.8,싼타페(개조) 2.5T-GDI 2WD 5인 18인치타이어,441154445,1918597
2026-06-08 12:00:27,2497,현대,4,10.8,싼타페(개조) 2.5T-GDI 2WD 5인 18인치(빌트인캠),441154446,1918597
2026-06-08 12:00:12,2979,마세라티,5,7,마세라티 르반떼 S,441154448,2960121
2026-06-08 12:00:27,2979,마세라티,5,7,마세라티 르반떼,441154449,2960121
2026-06-08 12:00:12,2497,현대,4,9.9,싼타페(개조) 2.5T-GDI AWD 7인 18인치타이어,441154452,2093015
2026-06-08 12:00:12,2497,현대,4,9.5,싼타페(개조) 2.5T-GDI AWD 7인 20인치타이어,441154453,2181142
2026-06-08 12:00:27,1497,케이지모빌리티,3,12,티볼리 에어 가솔린 1.5 AT 2WD 16인치 타이어,441154458,1726738
2026-06-08 12:00:12,6498,람보르기니,5,4.2,Aventador SVJ Roadster,441154461,4933536
2026-06-08 12:00:27,2993,BMW,3,12.4,BMW X3 xDrive30d,441154466,1439093
2026-06-08 12:00:27,2993,BMW,3,12.3,BMW X4 xDrive30d,441154470,1450793
2026-06-08 12:00:25,0,투데이션샤인,901,5.5,마이브 M1,441154471,798818
2026-06-08 12:00:25,1598,현대,3,11.8,코나(PE) 1.6T-GDI 4WD 17인치타이어,441154474,1756004
2026-06-08 12:00:27,1598,현대,3,12.2,코나(PE) 1.6T-GDI 4WD 16인치타이어,441154475,1698430
2026-06-08 12:00:25,1598,현대,2,13.9,코나(PE) 1.6T-GDI 2WD 16인치/17인치타이어,441154477,1490709
2026-06-08 12:00:27,3799,마세라티,5,5.8,마세라티 르반떼 GTS,441154483,3572560
2026-06-08 12:00:27,0,(주)디피코,901,3.8,포트로(HMT-101),441154484,1156184
2026-06-08 12:00:25,1969,볼보,4,9.9,볼보 V60CCB5 AWD,441154494,2093015
2026-06-08 12:00:25,3342,현대,5,8.5,G70(IK PE) 3.3T-GDI AWD 19인치(썸머),441154499,2437747
2026-06-08 12:00:25,3342,현대,4,9.4,G70(IK PE) 3.3T-GDI 2WD 19인치(올시즌)_SP,441154500,2204346
2026-06-08 12:00:25,0,포르쉐,5,2.9,타이칸 4S (High),441154514,1515000
2026-06-08 12:00:25,1991,벤츠,4,10.5,Mercedes-Benz GLA250 4MATIC,441154529,1973414
2026-06-08 12:00:12,1998,현대,5,9.3,G70(IK PE) 2.0T-GDI AWD 19인치(썸머),441154532,2228048
2026-06-08 12:00:12,1998,현대,4,10.4,G70(IK PE) 2.0T-GDI 2WD 19인치(썸머),441154534,1992389
2026-06-08 12:00:12,1998,현대,4,9.9,G70(IK PE) 2.0T-GDI AWD 18인치타이어,441154535,2093015
2026-06-08 12:00:12,1998,현대,4,10.7,G70(IK PE) 2.0T-GDI 2WD 18인치타이어,441154537,1936528
2026-06-08 12:00:12,1998,현대,4,10.5,G70(IK PE) 2.0T-GDI 2WD 18인치(빌트인캠),441154538,1973414
2026-06-08 12:00:12,1998,BMW,3,11.8,BMW 320i,441154539,1756004
2026-06-08 12:00:12,1998,현대,4,10.5,G70(IK PE) 2.0T-GDI 2WD 19인치(올시즌)_SP,441154542,1973414
2026-06-08 12:00:25,1998,현대,4,10.4,G70(IK PE) 2.0T-GDI 2WD 19인치(썸머)_SP,441154543,1992389
2026-06-08 12:00:12,2993,BMW,3,13.1,BMW 630d xDrive,441154545,1362195
2026-06-08 12:00:12,1950,벤츠,3,12.4,Mercedes-Benz GLC220 d 4MATIC Coupe,441154547,1439093
2026-06-08 12:00:12,3982,벤츠,5,7,Mercedes-AMG GT,441154549,2960121
2026-06-08 12:00:12,1999,기아,3,12.5,K5(DL3) 2.0CVVL_18인치(빌트인캠),441154556,1657668
2026-06-08 12:00:12,2157,케이지모빌리티,4,10.9,렉스턴 2.2 8AT 2WD SCR Step2 7인승,441154558,1637133
2026-06-08 12:00:12,2487,토요타,1,17,토요타 Avalon Hybrid,441154565,1218874
2026-06-08 12:00:12,1341,한국지엠,3,12.9,트레일블레이저 1.35 TURBO FWD,441154569,1606267
2026-06-08 12:00:14,1341,한국지엠,3,12.6,트레일블레이저 1.35 TURBO FWD,441154570,1644512
2026-06-08 12:00:26,2497,현대,4,9.8,GV70 2.5T-GDI 2WD 21인치 (스포츠패키지),441154580,2114372
2026-06-08 12:00:27,2999,벤츠,5,9.1,Mercedes-Benz E 450 4MATIC Coupe,441154612,2277016
2026-06-08 12:00:27,1991,벤츠,4,10.1,Mercedes-Benz E250,441154613,2051569
2026-06-08 12:00:27,1991,벤츠,4,11.5,Mercedes-Benz A250 4MATIC,441154619,1801813
2026-06-08 12:00:27,3470,기아,5,8.7,카니발 3.5GDI 하이리무진 9인승 19인치,441154621,2381707
2026-06-08 12:00:26,1998,BMW,4,11.4,BMW 420i Convertible,441154622,1817618
2026-06-08 12:00:27,2157,케이지모빌리티,3,11.6,렉스턴 2.2 8AT 2WD SCR Step2 5인승 ISG,441154626,1538341
2026-06-08 12:00:26,2993,BMW,4,10.7,BMW X5 xDrive30d,441154641,1667734
2026-06-08 12:00:26,1991,벤츠,4,10.8,Mercedes-Benz C200 Coupe,441154648,1918597
2026-06-08 12:00:21,3995,포르쉐,5,8.4,718 박스터 GTS 4.0,441154658,2466768
2026-06-08 12:00:25,3996,포르쉐,5,7.1,파나메라 터보 S (5인승),441154659,2918430
2026-06-08 12:00:12,2894,포르쉐,5,8,파나메라 4 (5인승),441154661,2590106
2026-06-08 12:00:25,1968,아우디,2,14.2,A6 40 TDI quattro,441154662,1256673
2026-06-08 12:00:23,3996,포르쉐,5,7.1,파나메라 GTS,441154674,2918430
2026-06-08 12:00:23,2894,포르쉐,5,8,파나메라 4 이그제큐티브,441154675,2590106
2026-06-08 12:00:26,2894,포르쉐,5,8,파나메라 4,441154676,2590106
2026-06-08 12:00:11,3996,아우디,5,7,RS 6 Avant,441154677,2960121
2026-06-08 12:00:11,2998,BMW,4,10.4,BMW M440i xDrive,441154681,1992389
2026-06-08 12:00:11,1968,아우디,3,13,Q5 Sportback 40 TDI quattro,441154684,1372673
2026-06-08 12:00:26,0,테슬라코리아 유한회사,2,5.6,Model 3 Long Range,441154686,784554
2026-06-08 12:00:11,3956,폭스바겐,5,9.1,Touareg 4.0 TDI,441154690,1960962
2026-06-08 12:00:11,1968,폭스바겐,2,15.1,T-ROC 2.0 TDI,441154691,1181772
2026-06-08 12:00:26,1598,기아,3,13.2,스포티지 1.6디젤 4WD (PE/19“ 타이어)(21),441154698,1351875
2026-06-08 12:00:26,1998,BMW,4,11.2,BMW 330i xDrive,441154708,1850076
2026-06-08 12:00:26,2360,크라이슬러,5,9.3,짚 체로키 2.4 AWD,441154712,2228048
2026-06-08 12:00:26,1997,재규어,4,9.8,재규어 F-Type P300 Convertible,441154717,2114372
2026-06-08 12:00:26,2995,재규어,5,8.6,재규어 F-Type P380 Coupe,441154718,2409401
2026-06-08 12:00:26,5000,재규어,5,8,재규어 F-Type SVR Convertible,441154721,2590106
2026-06-08 12:00:26,3982,벤츠,5,7.2,Mercedes-AMG GT63 S 4MATIC+ (5 seater),441154722,2877896
2026-06-08 12:00:12,3982,벤츠,5,5.7,Mercedes-AMG G63,441154723,3635237
2026-06-08 12:00:11,1598,기아,1,17.1,"셀토스 1.6디젤 2WD 16"" 타이어 (21)",441154724,1043553
2026-06-08 12:00:26,1598,기아,1,16.7,"셀토스 1.6디젤 2WD 17"" 타이어 (21)",441154725,1068548
2026-06-08 12:00:27,1598,기아,1,16.1,"셀토스 1.6디젤 2WD 18"" 타이어 (21)",441154726,1108370
2026-06-08 12:00:26,1598,기아,2,14.3,"셀토스 1.6디젤 4WD 18"" 타이어 (21)",441154729,1247885
2026-06-08 12:00:26,1991,벤츠,5,9.2,Mercedes-Benz GLC300 4MATIC,441154730,2252266
2026-06-08 12:00:25,2959,기아,5,9.3,모하비 3.0 디젤 4WD 7인 18인치타이어 (21),441154731,1918790
2026-06-08 12:00:25,1991,벤츠,4,11.5,Mercedes-Benz GLA220,441154732,1801813
2026-06-08 12:00:25,2959,기아,5,9.3,모하비 3.0 디젤 4WD 5인 20인치타이어 (21),441154735,1918790
2026-06-08 12:00:11,2959,기아,5,9.2,모하비 3.0 디젤 4WD 6인 20인치타이어 (21),441154736,1939647
2026-06-08 12:00:11,2959,기아,4,9.4,모하비 3.0 디젤 4WD 6인 18인치타이어 (21),441154737,1898378
2026-06-08 12:00:25,2199,현대,4,11.3,팰리세이드 2.2 디젤 AWD 8인 20인치 (21),441154739,1579181
2026-06-08 12:00:25,2199,현대,3,11.7,팰리세이드 2.2 디젤 2WD 8인 20인치 (21),441154741,1525192
2026-06-08 12:00:11,2199,현대,3,12.4,팰리세이드 2.2 디젤 2WD 7인 18인치 (21),441154744,1439093
2026-06-08 12:00:25,1996,포드,5,8.9,Ranger Raptor,441154746,2005028
2026-06-08 12:00:12,3996,아우디,5,6.6,RS Q8,441154750,3139523
2026-06-08 12:00:25,2967,아우디,4,10.9,Q8 45 TDI quattro,441154752,1637133
2026-06-08 12:00:26,2995,아우디,5,8.9,SQ5 Sportback TFSI,441154754,2328185
2026-06-08 12:00:25,1950,벤츠,1,16.1,Mercedes-Benz A200 d,441154756,1108370
2026-06-08 12:00:26,1991,벤츠,3,11.9,Mercedes-Benz A220,441154757,1741248
2026-06-08 12:00:11,0,(주) 한신자동차,5,2.5,플러스(PLUS),441154761,1757400
2026-06-08 12:00:26,3982,벤츠,5,5.7,Mercedes-AMG G63(Standard),441154763,3635237
2026-06-08 12:00:12,2360,크라이슬러,4,10,짚 체로키 2.4 FWD,441154765,2072085
2026-06-08 12:00:25,2967,아우디,4,11.5,S6 TDI,441154767,1551717
2026-06-08 12:00:25,2151,기아,4,11,"카니발 2.2디젤 하이리무진 7인승(19""타이어)",441154769,1622250
2026-06-08 12:00:12,2151,기아,4,11.5,"카니발 2.2디젤 하이리무진 9인승(18""/19""타이어)",441154770,1551717
2026-06-08 12:00:26,2967,아우디,4,10.6,Q7 45 TDI quattro,441154771,1683467
2026-06-08 12:00:26,2967,아우디,4,11,Q7 50 TDI quattro,441154772,1622250
2026-06-08 12:00:26,2995,포르쉐,803,10.5,카이엔 E-하이브리드,441154775,1973414
2026-06-08 12:00:12,2967,아우디,3,11.7,A6 50 TDI quattro,441154776,1525192
2026-06-08 12:00:12,2967,아우디,4,11.4,A8 50 TDI quattro,441154778,1565329
2026-06-08 12:00:12,0,테슬라코리아 유한회사,3,4.8,Model Y Performance,441154781,915313
2026-06-08 12:00:12,2894,포르쉐,803,12,파나메라 4 E-하이브리드 (5인승),441154782,1726738
2026-06-08 12:00:12,2995,포르쉐,803,10.5,카이엔 E-하이브리드 COUPE,441154784,1973414
2026-06-08 12:00:12,1950,벤츠,2,14.2,Mercedes-Benz GLB 200 d,441154789,1256673
2026-06-08 12:00:12,1991,벤츠,4,10.8,Mercedes-Benz GLB 220,441154790,1918597
2026-06-08 12:00:12,0,(주)디피코,901,4.2,포트로 탑(HMT-250T),441154794,1046071
2026-06-08 12:00:12,2956,포드,5,8.3,Explorer 3.0,441154797,2496488
2026-06-08 12:00:12,3456,토요타,4,9.6,렉서스 LS500h AWD,441154798,2158422
2026-06-08 12:00:26,1499,PSA Automobiles,2,15.8,C5 Aircross 1.5 BlueHDi_(18inch tire),441154899,1129415
2026-06-08 12:00:07,1499,PSA Automobiles,2,14.9,Peugeot 5008 1.5 BlueHDi,441154901,1197634
2026-06-08 12:00:07,1499,PSA Automobiles,2,15.6,Peugeot 508SW 1.5 BlueHDi_(19inch tire),441154903,1143894
2026-06-08 12:00:25,0,포르쉐,5,2.9,타이칸 터보,441154904,1515000
2026-06-08 12:00:26,1499,MINI,3,13.4,MINI Cooper,441154905,1546332
2026-06-08 12:00:26,1969,볼보,3,11.7,볼보 S60B5,441154907,1771013
2026-06-08 12:00:25,1969,볼보,4,10.3,볼보 S90B6 AWD,441154909,2011733
2026-06-08 12:00:08,1969,볼보,4,10.2,볼보 V90CCB6 AWD,441154910,2031456
2026-06-08 12:00:08,0,(주)루트17,4,3.6,다니고VAN,441154913,1220417
2026-06-08 12:00:27,1998,BMW,4,10,BMW M135i xDrive,441154914,2072085
2026-06-08 12:00:25,2925,벤츠,5,8.4,Mercedes-Benz G400 d,441154917,2124375
2026-06-08 12:00:08,1499,MINI,3,12.1,MINI Cooper Convertible,441154918,1712467
2026-06-08 12:00:08,2925,벤츠,4,11.4,Mercedes-Benz S400 d 4MATIC,441154919,1565329
2026-06-08 12:00:08,1591,기아,3,12.1,K3 1.6 T-GDI 5DR 7DCT PE (ALL SEASON TIRE),441154921,1712467
2026-06-08 12:00:07,1991,벤츠,4,11.2,Mercedes-Benz CLA250 4MATIC,441154926,1850076
2026-06-08 12:00:08,1991,벤츠,5,8.6,Mercedes-AMG GLA45 4MATIC,441154928,2409401
2026-06-08 12:00:08,0,쎄미시스코,901,5.4,D2C(D2C13),441154930,813611
2026-06-08 12:00:25,2199,현대,4,11.5,스타리아 2.2디젤 3밴 8AT (빌트인캠),441154932,1551717
2026-06-08 12:00:07,2199,현대,4,11.1,스타리아 2.2디젤 5밴 8AT (빌트인캠),441154934,1607635
2026-06-08 12:00:08,2925,벤츠,3,12,Mercedes-Benz S350 d,441154937,1487063
2026-06-08 12:00:25,1998,랜드로버,3,12.5,레인지로버 이보크 D165,441154940,1427580
2026-06-08 12:00:26,3996,벤틀리,5,6.7,Bentayga V8,441154941,3092664
2026-06-08 12:00:08,4395,BMW,5,7.7,BMW M5 CS,441154943,2691019
2026-06-08 12:00:07,0,현대,3,4.7,아이오닉5 항속형 4WD 19인치,441154950,934787
2026-06-08 12:00:27,3982,벤츠,5,6.6,Mercedes-Benz GLS580 4MATIC,441154959,3139523
2026-06-08 12:00:27,2999,벤츠,5,8.3,Mercedes-Benz GLE450 4MATIC (5 Seater),441154960,2496488
2026-06-08 12:00:26,3996,벤틀리,5,6.7,Bentayga V8,441154961,3092664
2026-06-08 12:00:27,1999,현대,1,18,쏘나타(DN8) 2.0GDI 하이브리드_18인치타이어_22MY,441154962,1151158
2026-06-08 12:00:08,1999,현대,1,17.6,쏘나타(DN8) 하이브리드_18인치(빌트인캠)_22MY,441154967,1177321
2026-06-08 12:00:08,1999,현대,1,19.1,쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어_22MY,441154968,1084861
2026-06-08 12:00:08,1999,현대,1,18.8,쏘나타(DN8) 하이브리드_17인치(빌트인캠)_22MY,441154969,1102173
2026-06-08 12:00:25,1598,현대,2,15.3,"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""타이어",441154984,1354304
2026-06-08 12:00:27,1598,현대,2,15,"싼타페 1.6T-GDI 하이브리드 2WD 5인 17""(빌트인캠)",441154985,1381390
2026-06-08 12:00:26,1598,현대,2,14.3,"싼타페 1.6T-GDI 하이브리드 2WD 5인 19""타이어",441154986,1449010
2026-06-08 12:00:07,1598,현대,3,13.4,"싼타페 1.6T-GDI 하이브리드 AWD 5인 17""타이어",441154987,1546332
2026-06-08 12:00:25,1598,현대,3,13.1,"싼타페 1.6T-GDI 하이브리드 AWD 5인 19""타이어",441154988,1581744
2026-06-08 12:00:08,1998,현대,4,10,코나 N 2.0T-GDI 2WD 19인치타이어,441154991,2072085
2026-06-08 12:00:25,1499,PSA Automobiles,2,15.8,Peugeot 3008 1.5 BlueHDi,441154997,1129415
2026-06-08 12:00:26,1499,PSA Automobiles,2,14.9,DS7 Crossback 1.5 BlueHDi,441154998,1197634
2026-06-08 12:00:27,1499,PSA Automobiles,1,17.2,Peugeot 508 1.5 BlueHDi_(18inch tire),441154999,1037485
2026-06-08 12:00:07,2997,랜드로버,4,10.8,디스커버리 D300,441155007,1652292
2026-06-08 12:00:07,1998,BMW,4,10,MINI John Cooper Works Clubman ALL4(MY22),441155008,2072085
2026-06-08 12:00:25,3470,현대,5,6.9,스타리아 3.5LPI 5밴 8AT (빌트인캠),441155025,1719109
2026-06-08 12:00:25,3470,현대,5,7,스타리아 3.5LPI 5밴 8AT,441155026,1694550
2026-06-08 12:00:26,1984,아우디,4,10.9,A5 Coupe 45 TFSI quattro,441155032,1900995
2026-06-08 12:00:27,3342,기아,5,8,K9 PE 3.3T-GDI AWD 19인치(빌트인캠),441155040,2590106
2026-06-08 12:00:26,3342,기아,5,8.4,K9 PE 3.3GDI AWD 19인치,441155042,2466768
2026-06-08 12:00:08,3342,기아,5,8.5,K9 PE 3.3GDI AWD 18인치,441155043,2437747
2026-06-08 12:00:07,3342,기아,5,8.4,K9 PE 3.3GDI AWD 18인치(빌트인캠),441155048,2466768
2026-06-08 12:00:07,3342,기아,5,8.6,K9 PE 3.3GDI 2WD 19인치(빌트인캠),441155049,2409401
2026-06-08 12:00:07,1997,랜드로버,5,7.6,디펜더 110 P300,441155052,2726428
2026-06-08 12:00:26,3470,현대,5,8.8,G80 3.5T-GDI 2WD 20인치 (SP 다이내믹),441155061,2354642
2026-06-08 12:00:26,2151,현대,2,13.9,G80 2.2디젤 2WD 19인치 (SP),441155065,1283795
2026-06-08 12:00:26,3982,벤츠,5,7.9,Mercedes-Maybach S580 4MATIC (4 Seater),441155067,2622892
2026-06-08 12:00:26,3778,기아,5,9,K9 PE 3.8GDI 2WD 18인치,441155071,2302317
2026-06-08 12:00:27,2997,랜드로버,4,9.8,디펜더 110 D300,441155078,1820893
2026-06-08 12:00:27,2997,랜드로버,4,10.2,디펜더 90 D250,441155080,1749485
2026-06-08 12:00:26,1991,벤츠,803,14.8,Mercedes-Benz C300 e 4MATIC,441155081,1400057
2026-06-08 12:00:08,1598,현대,2,15.3,투싼 1.6T-GDI 하이브리드 6AT 19인치 (빌트인캠),441155083,1354304
2026-06-08 12:00:08,1598,현대,2,15.8,투싼 1.6T-GDI 하이브리드 6AT 19인치,441155084,1311446
2026-06-08 12:00:07,2999,벤츠,4,9.6,Mercedes-Benz S500 4MATIC,441155088,2158422
2026-06-08 12:00:27,1991,벤츠,4,10.1,Mercedes-Benz GLB250 4MATIC (5seater),441155096,2051569
2026-06-08 12:00:26,0,(주) 한신자동차,5,2.5,플러스2.0(카고),441155097,1757400
2026-06-08 12:00:10,1998,현대,4,10.7,아반떼 N 2.0 T-GDI 6MT 19인치,441155101,1936528
2026-06-08 12:00:26,1598,기아,1,16.7,스포티지 1.6T-GDI 하이브리드 6AT,441155102,1240769
2026-06-08 12:00:25,1998,재규어,3,13,재규어 XF D200 AWD,441155109,1372673
2026-06-08 12:00:10,1998,재규어,2,13.8,재규어 XF D200,441155110,1293098
2026-06-08 12:00:26,1598,기아,3,12.3,스포티지 1.6T-GDI 2WD 7DCT 18인치,441155113,1684622
2026-06-08 12:00:27,1598,기아,4,11.3,스포티지 1.6T-GDI 4WD 7DCT 18인치,441155118,1833704
2026-06-08 12:00:07,1598,기아,4,11.1,스포티지 1.6T-GDI 4WD 7DCT 18인치 (빌트인캠),441155119,1866743
2026-06-08 12:00:26,1598,기아,4,10.8,스포티지 1.6T-GDI 4WD 7DCT 19인치 (빌트인캠),441155121,1918597
2026-06-08 12:00:27,1998,기아,2,14.6,스포티지 2.0디젤 2WD 8AT 17인치,441155122,1222243
2026-06-08 12:00:07,1998,기아,2,14,스포티지 2.0디젤 2WD 8AT 18인치,441155123,1274625
2026-06-08 12:00:26,1998,기아,2,14.1,스포티지 2.0디젤 2WD 8AT 19인치,441155125,1265585
2026-06-08 12:00:27,1998,기아,3,12.9,스포티지 2.0디젤 4WD 8AT 19인치,441155130,1383314
2026-06-08 12:00:07,1998,기아,3,12.6,스포티지 2.0디젤 4WD 8AT 19인치 (빌트인캠),441155131,1416250
2026-06-08 12:00:10,1997,재규어,4,9.9,재규어 XF P250 AWD,441155134,2093015
2026-06-08 12:00:25,0,현대,2,5.1,아이오닉5 기본형 RWD 19인치,441155137,861471
2026-06-08 12:00:26,1968,폭스바겐,1,17.8,Golf 2.0TDI,441155138,1002514
2026-06-08 12:00:26,0,기아,2,5,EV6 항속형 4WD 19인치,441155143,878700
2026-06-08 12:00:26,0,포르쉐,5,3,"타이칸 (High, 5인승)",441155147,1464500
2026-06-08 12:00:27,0,포르쉐,5,2.8,타이칸 크로스 투리스모 터보,441155148,1569107
2026-06-08 12:00:25,0,포르쉐,5,3.1,타이칸,441155150,1417258
2026-06-08 12:00:26,0,포르쉐,5,2.9,타이칸 크로스 투리스모,441155152,1515000
2026-06-08 12:00:25,0,포르쉐,5,2.9,타이칸 크로스 투리스모 (5인승),441155153,1515000
2026-06-08 12:00:07,0,포르쉐,5,2.9,타이칸 크로스 투리스모 4S (5인승),441155155,1515000
2026-06-08 12:00:07,3470,기아,5,8.9,카니발(22MY) 3.5GDI 7인 19인치타이어,441155175,2328185
2026-06-08 12:00:07,1995,BMW,2,15,BMW 420d Gran Coupe,441155176,1189650
2026-06-08 12:00:07,3470,기아,5,8.9,카니발(22MY) 3.5GDI 7인 19인치타이어(빌트인캠),441155177,2328185
2026-06-08 12:00:07,3470,기아,5,9.1,카니발(22MY) 3.5GDI 9인 18인치/19인치,441155178,2277016
2026-06-08 12:00:25,3470,기아,5,9.1,카니발(22MY) 3.5GDI 11인 18인치타이어,441155179,2277016
2026-06-08 12:00:25,3470,기아,5,9.1,카니발(22MY) 3.5GDI 11인 18인치타이어(빌트인캠),441155180,2277016
2026-06-08 12:00:25,3470,기아,5,8.4,카니발(22MY) 3.5GDI 하이리무진 7인승 19인치,441155181,2466768
2026-06-08 12:00:07,2151,기아,3,13.1,카니발(22MY) 2.2디젤 9인 18인치/19인치,441155184,1362195
2026-06-08 12:00:07,2151,기아,3,12.7,카니발(22MY) 2.2디젤 11인 18인치타이어,441155185,1405098
2026-06-08 12:00:07,2151,기아,3,12.4,카니발(22MY) 2.2디젤 11인 18인치타이어(빌트인캠),441155186,1439093
2026-06-08 12:00:26,0,현대,2,5.1,GV60 RWD 19인치,441155187,861471
